,rating,review,app,source,sentiment
11,1,"city of seattle doesn’t do their “fix it” part, and they removed the most needed parking violation report, because the city doesn’t provide services to citizens. not worth getting your hopes up that something will be done by your city government.",FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.5582297444343567}, {'label': 'neutral', 'score': 0.2861595153808594}]"
12,1,"reports often closed at random, without resolution. sometimes repeated reports will get it fixed, sometimes not. provide feedback on why you are closing the ticket",FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.576153576374054}, {'label': 'sadness', 'score': 0.19366589188575745}]"
13,1,this app is sue candy… reprint issues that the city never cares about .. turing to reports it the app pushes you to customer service and no one at the city cares or does anything maybe alot hole bit nothing else,FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.41365087032318115}, {'label': 'anger', 'score': 0.3140232264995575}]"
14,1,this seems fundamentally broken in basic ways.,FindItFixIt,Apple,"[{'label': 'disgust', 'score': 0.3321493864059448}, {'label': 'anger', 'score': 0.3220561742782593}]"
15,1,i used the app to report a parking violation. case was then closed without any stated reason or follow-up. so in my case...useless.,FindItFixIt,Apple,"[{'label': 'anger', 'score': 0.944075882434845}, {'label': 'sadness', 'score': 0.047352053225040436}]"
16,5,awesome that we have this as a city. app works great.,FindItFixIt,Apple,"[{'label': 'joy', 'score': 0.7054764628410339}, {'label': 'surprise', 'score': 0.2501121163368225}]"
17,1,"no reports are ever addressed. the streets of seattle are a mess, figuratively and literally. no point using this app as they never fix anything.",FindItFixIt,Apple,"[{'label': 'anger', 'score': 0.7104960083961487}, {'label': 'sadness', 'score': 0.1485469937324524}]"
18,1,reported an illegally parked vehicle with photo proof and they closed the ticket without explanation.,FindItFixIt,Apple,"[{'label': 'anger', 'score': 0.734001874923706}, {'label': 'sadness', 'score': 0.10036821663379669}]"
19,1,"other than reporting damaged or not working streetlights, nothing else works.",FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.4540866017341614}, {'label': 'sadness', 'score': 0.4038151204586029}]"
20,3,"first off, location works great for me. i reported flooding on a sidewalk and the city got back to me almost immediately. wow! however, someone decided that a flooded sidewalk is only caused by a blocked drain, so they routed my request to seattle public utilities. they came out, noted that the drain was not blocked and is, in fact, higher than the water because the street has sunk - so they cleaned the drain anyway and closed the ticket. the next time it rained i reported it again. this time someone at spu wrote a full page letter on letterhead, scanned it, and sent me a pdf to tell me that i needed to call the streets people. your tax dollars at work. they could make the call themselves, or spend a lot more time telling me to do it. i never asked for a drain to be cleaned in the first place. so an a grade for responsiveness and an f- for problem solving.",FindItFixIt,Apple,"[{'label': 'surprise', 'score': 0.9225310683250427}, {'label': 'sadness', 'score': 0.026123959571123123}]"
21,1,can’t sign out,FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.6325753927230835}, {'label': 'neutral', 'score': 0.26967743039131165}]"
22,1,you’re kidding right?,FindItFixIt,Apple,"[{'label': 'surprise', 'score': 0.6485438942909241}, {'label': 'anger', 'score': 0.14974509179592133}]"
23,5,"the reviews ‘is anyone there?’ and ‘ ...useless’ are very unfair about the great effort seattle is making to keep our city pulled together. i get that they didn’t get an immediate response but i can’t see how they don’t understand that it’s a big city and things get addressed only as the resources are available - that’s true for everybody on a personal level and more so on an institutional level. i use this app a fair amount and i can see the results as well as email explanations of where the request got routed and when it’s likely to be addressed. they also give me links that explain policy and programs that the city has enacted. all that is really useful and it should be appreciated that the city cannot control the bad behavior and irresponsibility that cause many of these issues in the first place. they are reaching out to the general public for an extra set of eyes to help keep up. i think that’s great, i’m proud of our city for doing it and i hope they keep findit fixit going.",FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.41417697072029114}, {'label': 'anger', 'score': 0.3651553988456726}]"
24,2,"i’ve used this app multiple times and have received follow up several times, but the issues never fixed. the obvious one, illegal camping, the city won’t do anything about it, so they finally removed that as an option to report. reported a giant dead rat on the sidewalk, they told me to bag it up and throw it in the trash. nope. i’ve reported graffiti on a park mural that they never removed. instead, a tent got set up there and eventually exploded with four propane tanks inside. this city is crumbling. as i redownloaded the app today to report a violent camper at a playground with parents removing their children who are just trying to enjoy their childhood, i remembered they removed the ability to report that, so i just gave up. sad times. the concept of the app is great, but without a functioning city government, it’s pointless.",FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.8986474275588989}, {'label': 'anger', 'score': 0.05401896312832832}]"
25,2,"confirmed with a parking supervisor. the expected turnaround time for parking enforcement request is 7 to 10 business days. every few days they check for parking enforcement requests. those are then reviewed by a parking supervisor. from there it’s scheduled with a parking enforcement officer. 7 to 10 business days is almost two weeks. this app is useless unless the illegally parked vehicle is still there after 2 weeks. i was told by the parking supervisor, for real-time enforcement requests, call the seattle police non-emergency number. those requests are directly dispatched to parking enforcement officer in the field.",FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.7159122228622437}, {'label': 'sadness', 'score': 0.12838183343410492}]"
26,5,"looks like most all the low ratings are rants from people venting about the current state of the city. this app works very well, simple, intuitive, a very good way to efficiently communicate various common issues spotted in the streets of seattle. i’ve fou t the crew on the other side of the app to be very responsive, either fixing dangerous potholes within a couple days, for instance, or quickly getting back to me to explain what was going on. no, it’s not a panacea, all pet peeves won’t always get fixed - through no fault of this app. thanks for opening this handy communication channel between citizens and civil servants.",FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.5032576322555542}, {'label': 'joy', 'score': 0.2135779708623886}]"
27,4,"i’ve reported dozens of instances of city roots raising sidewalks, creating tripping hazards. the city has fixed the majority of them within 24-48 hours of reporting them in some cases. the app isn’t perfect and some tickets for things like abandoned vehicles in an alley or overgrown brush blocking sidewalks don’t get addressed because it is up the homeowner or vehicle owner to deal with their crappy eyesores and lack of care. but at least it seems that whatever is in the power of the city to easily deal with gets logged and fixed fairly promptly. even a pothole in an intersection was tagged for repair within a couple business days of my reporting it.",FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.9314447045326233}, {'label': 'sadness', 'score': 0.018790513277053833}]"
28,5,"our family with two kids live in a great seattle neighborhood with neat parks and lots of things to do. we love using this app so we can productively file our concerns about illegal encampments, litter piling up, illegal parking, and illegal dumping to the city. we find it very effective in addressing the issues we see and they do get addressed. when they don’t, we submit another ticket. it works. stop gossiping on next door and do something that can be truly tracked. you can help our neighborhoods be safe for families.",FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.49455299973487854}, {'label': 'joy', 'score': 0.2976856529712677}]"
29,1,"app won’t let me report a broken street lamp unless i go there and find a 7 digit number on some lamp pole. i gave address , photo, description, issue, and that wasn’t enough? if you know the address and have a photo of the issue why is that not enough?! app is trash, no wonder everything is broken! make it so difficult to report a problem and then nobody will report, so nothing to fix right??!!",FindItFixIt,Apple,"[{'label': 'surprise', 'score': 0.4459778070449829}, {'label': 'anger', 'score': 0.24821335077285767}]"
30,5,"i've only used it to report graffiti. i was surprised how easy it was, much better and faster than calling it in. you can take a picture, use gps, write descriptions, and give your contact info if you want updates. they came out in a few days and painted over the graffiti. since you are sending so much info it's best to be on lte or wifi when you submit, otherwise it takes a while. there needs to be more apps like this.",FindItFixIt,Apple,"[{'label': 'surprise', 'score': 0.9799988865852356}, {'label': 'neutral', 'score': 0.010624570772051811}]"
31,5,"i was very skeptical about the city's ability to respond quickly to the volume of requests that would stem from an interface like this, but i was pleasantly surprised! i submitted a request for a tree to be trimmed that was dangerously blocking sight lines for drivers and pedestrians, and the work was done by close of business the same day. i also like the clean and simple design of the app. if the city can keep up the good work, this will be a great tool.",FindItFixIt,Apple,"[{'label': 'surprise', 'score': 0.9650381803512573}, {'label': 'joy', 'score': 0.018115006387233734}]"
32,5,i have used this app to report my street for icy conditions. signs were put up within hours. i have reported many pothole and steer issues and all have been fixed within days. so e potholes were even filled to cover the few days before the road was completely re paved.,FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.5783793926239014}, {'label': 'neutral', 'score': 0.17365707457065582}]"
33,5,"don’t usually write reviews but felt that i needed to counterbalance the reviews that were not about the app itself but about political aspects of having the app this app allowed me to easily report needle use and discard at a children’s playground and public indecency in front of a library. as a parent in seattle, i’m glad to have a mechanism to report this to the city.",FindItFixIt,Apple,"[{'label': 'joy', 'score': 0.9916163086891174}, {'label': 'surprise', 'score': 0.0022991029545664787}]"
34,5,"everything i’ve reported, from graffiti to illegal dumping has been quickly taken care of. it’s great to take picture of issue. have a map to use to report problem. a lot of poor reviews are related to things the app wasn’t created for.",FindItFixIt,Apple,"[{'label': 'joy', 'score': 0.41425201296806335}, {'label': 'neutral', 'score': 0.3469025492668152}]"
35,5,"i’ve used this app three times. the first 2 got fixed almost immediately. i’ve also recently reported a leaking fire hydrant. that isn’t fixed yet, but i’m hopeful. i do recommend this app. it usually works quickly.",FindItFixIt,Apple,"[{'label': 'joy', 'score': 0.8957732915878296}, {'label': 'surprise', 'score': 0.04488913342356682}]"
36,5,"have made 5 or 6 reports of traffic signs knocked down, potholes, and the like. issues always fixed within a week, and in some cases, the next day! thanks to those to developed this app and to those who respond to the complaints.",FindItFixIt,Apple,"[{'label': 'surprise', 'score': 0.35866478085517883}, {'label': 'neutral', 'score': 0.30752190947532654}]"
37,5,i found this app to be very user-friendly and i’m glad the city uses it to track data and respond to complaints. really appreciate not having to call to report things.,FindItFixIt,Apple,"[{'label': 'joy', 'score': 0.9906368851661682}, {'label': 'surprise', 'score': 0.0032922301907092333}]"
38,5,"can’t confirm yet if the city is getting my reports, but it’s certainly easier to use this app than to figure out which form to submit on the web page.",FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.9279096722602844}, {'label': 'joy', 'score': 0.026446079835295677}]"
39,5,"i’ve found the app easy to use, and the response from the city was surprisingly quick. i’ve sent in reports about road signs made illegible by graffiti, burnt out street signals, in every case repairs were prompt.",FindItFixIt,Apple,"[{'label': 'joy', 'score': 0.5483944416046143}, {'label': 'surprise', 'score': 0.3408287465572357}]"
40,3,"i noticed an unsafe sidewalk and wrote down the address but could't easily enter it on the app later. do i have to submit a report from the actual location where i see the problem? if so, that's awkward.",FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.5649040341377258}, {'label': 'fear', 'score': 0.20151054859161377}]"
41,2,"after i used the in-app button to call the customer service bureau the app crashes as soon as i try and open it, making it useless. even when it did work the city closed the case without taking care of the illegal dumping or communicating with me on the status of my request. nice idea but buggy app and ineffective service from the city.",FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.8233141303062439}, {'label': 'anger', 'score': 0.11559530347585678}]"
42,5,there's been some illegal dumping near my neighborhood and the city had responded in a considerable amount of time. i appreciate all the service men and women who tend to the needs of our city. thank you for all that you do.,FindItFixIt,Apple,"[{'label': 'joy', 'score': 0.6910508871078491}, {'label': 'sadness', 'score': 0.1398332417011261}]"
43,1,"shame this could be a useful tool for seattoe citizens but seattle simply doesn't respond or act on most reports. our business's restricted loading bay is blocked daily by the same vehicle and all reports and requests for enforcement are immediately closed with no response. this is the same for refuse, graffiti, and encampments set up in parks and playgrounds. if the city won't act on reports, there is no point in reporting.",FindItFixIt,Apple,"[{'label': 'anger', 'score': 0.4746384024620056}, {'label': 'sadness', 'score': 0.3999668061733246}]"
44,5,"this is a great service and nice to make it available via a mobile app. integration of camera and gps makes for accurate, real-time reports. maybe add scanning the license plate for vehicle reports.",FindItFixIt,Apple,"[{'label': 'joy', 'score': 0.8617063760757446}, {'label': 'neutral', 'score': 0.09216802567243576}]"
45,5,"the homeless enablers are faking reviews to lower the score. the vagrants are out of control but the app is about fixing many problems. they just added the tents to it and its a huge problem. garbage, discarded needles thefts. report em.",FindItFixIt,Apple,"[{'label': 'anger', 'score': 0.40293124318122864}, {'label': 'sadness', 'score': 0.26614490151405334}]"
46,5,thank you city of seattle for making it easy to report issues!,FindItFixIt,Apple,"[{'label': 'joy', 'score': 0.5892917513847351}, {'label': 'surprise', 'score': 0.24935054779052734}]"
47,4,the preset categories under ‘new request’ should include one for damaged sidewalks. this is an available option on the city of seattle website. i know there is a general “other inquiry” option but sidewalk-related matters are likely common.,FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.8147727847099304}, {'label': 'sadness', 'score': 0.11803153157234192}]"
48,5,this app is an amazing resource for graffiti and litter cleanup. ignore the 1-star reviews from people who are expecting the app to magically fix problems that the city itself can't.,FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.6814883351325989}, {'label': 'joy', 'score': 0.11541783064603806}]"
49,5,i wish every city had an app like this. it makes it easy to do your part.,FindItFixIt,Apple,"[{'label': 'joy', 'score': 0.8597882390022278}, {'label': 'surprise', 'score': 0.055274851620197296}]"
50,1,"it’s interesting that in the description of the app, the city does not promise to do anything in response to problems that are reported. as other users have reported, issues are “closed” without any action, even though the app requires a description, exact location, and a photo. i deleted the app, because i can find other ways to waste my time.",FindItFixIt,Apple,"[{'label': 'surprise', 'score': 0.35826554894447327}, {'label': 'neutral', 'score': 0.3402840793132782}]"
51,5,"love this app, first hill area, i have used it twice in the last three months and response time for each incident was days, very impressed.",FindItFixIt,Apple,"[{'label': 'surprise', 'score': 0.9655012488365173}, {'label': 'neutral', 'score': 0.022866949439048767}]"
52,1,"on paper this sounds like a good idea. but i’ve submitted multiple parking enforcement issues and the reviewer has closed them without coming out even though there is a clear violation of parking laws, which in this case impact pedestrian safety. don’t waste your time, the parking attendants will continue to ticket who they choose.",FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.5647764801979065}, {'label': 'anger', 'score': 0.25769177079200745}]"
53,3,they took a straight forward app and messed it up. i do like how you can add multiple pictures but moving away from simple menus was a mistake,FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.44260796904563904}, {'label': 'sadness', 'score': 0.2633095681667328}]"
54,1,"doesn’t appear to work. downloaded this app and when attempting to add a new request nothing happens. even trying to use the plus sign in the upper right corner, nothing happens. what’s the use of the app if you can’t make a report? i deleted the app and redownloaded it and got the same results.",FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.37875422835350037}, {'label': 'surprise', 'score': 0.3302144408226013}]"
55,3,would be helpful to have the option to cancel a request from the app as well as the ability to see why a ticket was closed. otherwise it’s a useful app.,FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.6631819605827332}, {'label': 'sadness', 'score': 0.16557519137859344}]"
56,2,"eventhough i add a location it keeps asking me for the location. bugged so i can’t submit a request, no form online as an alternative to the mobile app…",FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.5759750008583069}, {'label': 'surprise', 'score': 0.21720270812511444}]"
57,1,i made a couple reports including a pothole report. it’s been over a year and the status of the reports never changes. the pothole did get fixed but since the status of the report is still ‘reported’ i’m guessing it had nothing to do with what i submitted. i’ve heard nothing on the other reports i filed.,FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.6900919079780579}, {'label': 'surprise', 'score': 0.2228589951992035}]"
58,1,city announces its going to start towing abandoned vehicles again. people report them en masse. city removes only mechanism to report them because the problem is worse than the city thought.,FindItFixIt,Apple,"[{'label': 'anger', 'score': 0.46507707238197327}, {'label': 'sadness', 'score': 0.39781704545021057}]"
59,5,can take parking enforcement a bit of time to get there but they eventually do.,FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.9321961998939514}, {'label': 'sadness', 'score': 0.02951420098543167}]"
60,3,"i have two pothole requests in at 25 days out, beyond the initial acknowledgement email i have heard nothing back, and have not seen anyone come out and do anything.",FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.8157180547714233}, {'label': 'neutral', 'score': 0.062321051955223083}]"
61,4,it's really nice to be able to report safety issues on the spot. even nicer that problems are so quickly addressed. keep up the good work!,FindItFixIt,Apple,"[{'label': 'joy', 'score': 0.923214316368103}, {'label': 'surprise', 'score': 0.038768235594034195}]"
62,2,"it's cool to be able to do this stuff from an iphone app, but the app itself is hopelessly broken, infuriatingly slow, and horribly ugly.",FindItFixIt,Apple,"[{'label': 'anger', 'score': 0.9706261157989502}, {'label': 'disgust', 'score': 0.014849657192826271}]"
63,1,this app uses the most battery on phone after latest update. before this update the app worked fine and did not use so much of my phone battery.,FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.5957058072090149}, {'label': 'sadness', 'score': 0.26921170949935913}]"
64,1,don’t bother. it’s a useless waste of space on your phone and time spent submitting requests. they just change your request status to “closed” and nothing happens. completely useless. good in theory though.,FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.30987024307250977}, {'label': 'anger', 'score': 0.2544460892677307}]"
65,1,"this app allows the city to make you think they are listening to constituent issues. i have flagged 5 issues in the last year, all of which have been “closed” with no feedback, follow up or resolution. good luck fending for yourselves, seattle!",FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.6969303488731384}, {'label': 'sadness', 'score': 0.12364210188388824}]"
66,1,"this app is wonky and shoddily built. that said it would have some potential, however they have a built in feature which allows people to harass the homeless, many of which are disabled and/or veterans. i respectfully request this app be removed from the app store.",FindItFixIt,Apple,"[{'label': 'anger', 'score': 0.5381855368614197}, {'label': 'sadness', 'score': 0.2532365918159485}]"
67,1,"great idea, but good luck getting the city of seattle to ever do anything. from illegal dumping to potholes to cars blocking streets, every ticket i’ve submitted has been closed in minutes without any action taken.",FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.6643986105918884}, {'label': 'sadness', 'score': 0.19043280184268951}]"
68,1,there is a feature on this app where you can report “illegal encampments” so the people surviving off the very little they have can get everything taken away and fined by the city. this app is terrible and should not be used. heartless.,FindItFixIt,Apple,"[{'label': 'anger', 'score': 0.6005749106407166}, {'label': 'fear', 'score': 0.2171117067337036}]"
69,1,app does not work. says it needs location details to submit complaint even though they have been given.,FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.584571123123169}, {'label': 'neutral', 'score': 0.23141661286354065}]"
70,1,"the feature to report homeless people is disgusting. i know the gentrification-planning must have you too tired to make real efforts to solve important issues, but this feature is inhumane. i’m not even from seattle, i’m in arizona but this is too infuriating.",FindItFixIt,Apple,"[{'label': 'disgust', 'score': 0.6407173871994019}, {'label': 'anger', 'score': 0.34747135639190674}]"
71,4,"thank you mayor mcginn and whoever else helped on this. great idea. suggestion: add other categories, e.g. abandoned houses, alarming odors, other broken infrastructure, general questions...",FindItFixIt,Apple,"[{'label': 'fear', 'score': 0.8915174007415771}, {'label': 'surprise', 'score': 0.04663714021444321}]"
72,4,i've had good luck with the city as they've filled all 3 potholes i've reported. i'm shocked!,FindItFixIt,Apple,"[{'label': 'surprise', 'score': 0.9853305816650391}, {'label': 'neutral', 'score': 0.00406314991414547}]"
73,1,i don't understand what the point of this app is. the city of seattle has never followed up on anything i've reported through this app. one of the wealthiest cities in america and we can't even keep the roads properly paved. embarrassing!,FindItFixIt,Apple,"[{'label': 'surprise', 'score': 0.5633010864257812}, {'label': 'sadness', 'score': 0.3704169988632202}]"
74,1,can't set a location. dialog pops up that tells me i can't submit the report until location is verified. i set it using the app! which is useless since you can't submit.,FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.7578911781311035}, {'label': 'anger', 'score': 0.1397314965724945}]"
75,1,"i thought seattle was supposed to be this great city but this is horrendous. taking houses from people who already have nothing. what a joke. if you don’t like the tent towns, maybe do something about the homeless population.",FindItFixIt,Apple,"[{'label': 'fear', 'score': 0.37417715787887573}, {'label': 'disgust', 'score': 0.20380552113056183}]"
76,1,sent a report and immediately received two notifications that it was closed!!!,FindItFixIt,Apple,"[{'label': 'surprise', 'score': 0.7578166723251343}, {'label': 'sadness', 'score': 0.09487386792898178}]"
77,1,"you can report parking violations all you like (and the interface for doing so is quite nice) but no parking enforcement officer will ever show up, so it’s completely pointless.",FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.7121063470840454}, {'label': 'anger', 'score': 0.11195962876081467}]"
78,1,no reports issues are actually fixed. it’s the app equivalent of when you give a little kid a video game controller attached to nothing.,FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.9266940951347351}, {'label': 'surprise', 'score': 0.028984317556023598}]"
79,1,city called the case closed without removing the dirty sofa illegally dumped on my side walk! i don't think they look at those requests. useless apps. crashed and now i can't even open it...,FindItFixIt,Apple,"[{'label': 'surprise', 'score': 0.46346545219421387}, {'label': 'sadness', 'score': 0.44893503189086914}]"
80,2,disappointed in the new logo. looks amateur.,FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.9752834439277649}, {'label': 'neutral', 'score': 0.008191816508769989}]"
81,1,"found a hazard, reported it. they “closed “it the next day(meaning they fixed it). nope. still there the next day, lame! deleted the app.",FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.43566471338272095}, {'label': 'sadness', 'score': 0.31942257285118103}]"
82,5,this is a great app for reporting homeless drug addicts that are squatting on our city streets.,FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.5570060014724731}, {'label': 'joy', 'score': 0.2241641730070114}]"
83,1,easy enough to use but the lack of response makes this app practically useless.,FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.3639918267726898}, {'label': 'disgust', 'score': 0.32864856719970703}]"
84,1,"after spending time filling out form, unable to submit. completely useless and a waste of my time",FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.9801677465438843}, {'label': 'anger', 'score': 0.009960760362446308}]"
85,1,app looks great at first but i've gotten no confirmation of my request and it's been a week and nothing has happened yet.,FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.7131639122962952}, {'label': 'surprise', 'score': 0.19528579711914062}]"
86,1,don’t waste your time this app is nothing but show they don’t even fix the problems,FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.4639517068862915}, {'label': 'anger', 'score': 0.3695034682750702}]"
87,1,"i only downloaded the app to report a homeless tent encampment that sprung up across the street. never got a response from the city, they marked the case as “closed”, and yet the encampment remains.",FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.6826348900794983}, {'label': 'surprise', 'score': 0.2206282764673233}]"
88,1,just constantly crashes when you try to open.,FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.35441431403160095}, {'label': 'surprise', 'score': 0.2900027632713318}]"
89,5,i've wanted this for awhile!,FindItFixIt,Apple,"[{'label': 'joy', 'score': 0.8672884106636047}, {'label': 'surprise', 'score': 0.06937187165021896}]"
90,1,requests for service are ignored. this app desperately needs oversight and accountability. taxpayer dollars are being blatantly wasted on this app.,FindItFixIt,Apple,"[{'label': 'anger', 'score': 0.6925379037857056}, {'label': 'sadness', 'score': 0.13781680166721344}]"
91,1,"your tax dollars at work. useless app with zero response. months later, still useless.",FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.9350119829177856}, {'label': 'surprise', 'score': 0.021699225530028343}]"
92,1,it won’t open. it doesn’t work,FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.8280045986175537}, {'label': 'neutral', 'score': 0.09638062864542007}]"
93,1,nothing reported is ever “fixed.” just comes back “closed” with no help.,FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.8499914407730103}, {'label': 'sadness', 'score': 0.057809870690107346}]"
94,1,an app that could be otherwise very useful but its being used to report innocent homeless people. shameful,FindItFixIt,Apple,"[{'label': 'disgust', 'score': 0.8785979151725769}, {'label': 'sadness', 'score': 0.06775808334350586}]"
95,1,it is disgusting and downright depressing that this app is used to hurt those in need. taking tents from those who are unfortunate or are victims is pure evil.,FindItFixIt,Apple,"[{'label': 'disgust', 'score': 0.9876196384429932}, {'label': 'sadness', 'score': 0.004196146037429571}]"
96,1,"the fun thing about this app, is that you can report a tent anywhere from anywhere! i hope the pigs enjoy going to aisle 7 at ikea every day, because i keep seeing a tent there!",FindItFixIt,Apple,"[{'label': 'joy', 'score': 0.9926719665527344}, {'label': 'surprise', 'score': 0.0021956060081720352}]"
97,1,web browsers exist. why do we need an app for such a narrow use?,FindItFixIt,Apple,"[{'label': 'surprise', 'score': 0.8452647924423218}, {'label': 'neutral', 'score': 0.11476786434650421}]"
98,1,"download this app if you wanna be someone who snitches on homeless people for, you guessed it, being homeless.",FindItFixIt,Apple,"[{'label': 'neutral', 'score': 0.6985255479812622}, {'label': 'disgust', 'score': 0.18533974885940552}]"
99,1,"vile app, made for a useless purpose. also terrible ui.",FindItFixIt,Apple,"[{'label': 'disgust', 'score': 0.38722261786460876}, {'label': 'sadness', 'score': 0.2938730716705322}]"
100,1,honestly the worst app. don’t download. save yourself,FindItFixIt,Apple,"[{'label': 'sadness', 'score': 0.2988830506801605}, {'label': 'neutral', 'score': 0.28590479493141174}]"
101,1,reporting where homeless people are trying to live is disgusting.,FindItFixIt,Apple,"[{'label': 'disgust', 'score': 0.9896231293678284}, {'label': 'anger', 'score': 0.0030943274032324553}]"
