,rating,review,app,source,sentiment
10,5,"my neighborhood has delinquent children that spray graffiti on public property at least three times a year. after submitting a report to the app, a representative comes to clean it off within one business day. i am genuinely impressed at how quick the process was. i’m very happy to know san jose 311 cares for the community.",SanJose311,Apple,"[{'label': 'surprise', 'score': 0.9668598771095276}, {'label': 'joy', 'score': 0.014248880557715893}]"
11,1,this app is supposed to make it easier to report things like illegal dumping. however it is an exercise in frustration. many times things are dumped at a place that doesn’t have a street address. the app forces you to search for an address after you have dropped your pin and it will move the pin because there’s no address there. then the city goes out to the wrong place and doesn’t see the dumped trash. really guys you need to fix this!,SanJose311,Apple,"[{'label': 'anger', 'score': 0.7512444853782654}, {'label': 'sadness', 'score': 0.08845612406730652}]"
12,5,"been using this app several times. one, to report an abandoned vehicle, two, to request my sidewalk painter red, three, to request a tree branch trimmed and four, to pick up an illegal dump. immediate response, produced follow up and confirmation once the work has been done. kudos to the dev and triaged team. great app and well deserved 5 stars.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.3321670591831207}, {'label': 'neutral', 'score': 0.23388074338436127}]"
13,1,i have tried to use this to submit an abandoned vehicle report. the app does not accept a valid address even as it is selected from the google search tool. cannot proceed further. repeated process several times. ended up calling in and was told to use the app! in addition the setting up of an account is poor. does not accept a strong password generated from ios. had to use a basic password,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.8894912004470825}, {'label': 'surprise', 'score': 0.04461750015616417}]"
14,1,"my housemate has had an abandoned vehicle in front of her home for weeks. after unsuccessful attempts at calling, she finally downloaded the app, forgot her pin and the i forgot my pin function doesn’t work. i tried to register as a new person and i can’t. her council member is out of town, so it appear that the white van with blacked out windows and the tire going flat will be here another month. sad -if you are going to have an app, you need to maintain its functionality.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.9271959662437439}, {'label': 'surprise', 'score': 0.050140757113695145}]"
15,1,"matt mahan, fix this problem please! down loaded apple app. tried to sign up, it said i already had account. i have no password record of any sj account. i tried using apple suggestion for new pw, the app gave me all green dots, but refused to let me register with it. i used “forgot my password”. i reset password - that worked on the website, not the app. i see the city notice this is a “new/improved platform”. is this an oracle problem?",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.5459228754043579}, {'label': 'neutral', 'score': 0.22045165300369263}]"
16,1,"very frustrating app! report an abandoned car, find out it had been moved, then try to save the city by cancelling the request, but no luck. they send someone out to find tag and find the car gone. what a waste of taxpayer money!!! job security? the app is not user friendly. i was done trying (!!) to cancel a request in order to help save the city some money (no luck), then tried to get back to my account ""home"". no luck. it kept freezing.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.6529346704483032}, {'label': 'surprise', 'score': 0.2877773642539978}]"
17,1,"sjpd response time is 3-4 weeks. this app is just used as a citizen pacifier, don’t expect any action. we have a recurring issue with motorhomes illegally parking and living on the street in front of our business, taking all available parking, leaving their trash on the street, dumping their black water waste, running loud generators, drug traffic, etc. i was directed to this app by a sjpd employee, but it appears sjpd refuses to resolve the situation. we’ll go back to calling every day.",SanJose311,Apple,"[{'label': 'neutral', 'score': 0.4963773190975189}, {'label': 'anger', 'score': 0.2671368420124054}]"
18,5,"i very rarely write reviews, but i filed a cleanup request for an oven that was dumped outside my apartment and it was gone within the week! it had been sitting there for months beforehand. any app can send a prius to take you to dinner, it takes a special app to clean up the city!",SanJose311,Apple,"[{'label': 'surprise', 'score': 0.6236410140991211}, {'label': 'sadness', 'score': 0.23474563658237457}]"
19,5,the app is super easy to use. obviously there needs to be more backend resources to action requests but a great starting point for letting residents make reports to the city. would love if more explanation was given on why a request is marked as resolved or closed.,SanJose311,Apple,"[{'label': 'joy', 'score': 0.49808505177497864}, {'label': 'neutral', 'score': 0.31549301743507385}]"
20,2,just about impossible to efficiently report problems. a required field doesn’t work (tell us more). the mapping/location function is buggy. the live chat wasn’t designed for human beings. seems designed to deter people from reporting out of sheer frustration.,SanJose311,Apple,"[{'label': 'anger', 'score': 0.6413207054138184}, {'label': 'sadness', 'score': 0.2884382903575897}]"
21,1,"i was really looking forward to having a tool like this and was quickly let down when i wasn’t able to register. i also tried to login as a google user and that didn’t work either. after many attempts and deleting the app and reinstalling it, i’ve given up. don’t waste your time trying. this app needs lots of work before we can depend on something like this.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.9286849498748779}, {'label': 'anger', 'score': 0.037193577736616135}]"
22,1,it takes min to even use the app and there’s not a lot of options it’s silicon valley i would expect more being in san jose major tech ind but well yeah ig reports aren’t that vital right? it glitches when inputting adress i have to use a cheatcode for it to actually submit the app is very so lacking and i can’t tell if im js speaking in2 a void or not pls update pls fix pls do better we in the tech area… why is this lagging fr,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.45040154457092285}, {'label': 'surprise', 'score': 0.33560633659362793}]"
23,1,"i’m trying to simply report a missed garbage collection. i logged in, then it said i had to reset my password, i couldn’t see the letters i’m entering as it’s hidden so who can tell if you make a mistake. then i had to enable an authenticator, which gave me numbers but i had no clue where to enter them. so basically could never log in. the app is frustrating and useless.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.788794219493866}, {'label': 'neutral', 'score': 0.06692890077829361}]"
24,1,"same results as trying to call a city department. problems are not generally resolved by simply opening a ticket. they will reply to you and say you need to contact a different department. then, that department will tell you that you need to contact yet another department. apparently, city workers aren’t trained in how to use a “forward” button on their email as they’re not trained in the customer service premise of “ownership”.",SanJose311,Apple,"[{'label': 'neutral', 'score': 0.8925392031669617}, {'label': 'surprise', 'score': 0.04406104236841202}]"
25,1,the city is a joke i’m a taxpayer i own a house in san jose and they won’t even come out and tow any cars in the neighborhood all they wanna do is come out and put a pink sticker on the car and drive away of course that cost money they do it all the time. so i’ve had to resort to call and email the council member to my district and then i get a resolution that way but the city is worthless,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.5694725513458252}, {'label': 'anger', 'score': 0.19618703424930573}]"
26,2,"this app helps to bring city services to the public but it’s hard to use and browse it. if you click on a service, it’s tricky to get back to the main menu. please start tweaking it to make navigation easier.",SanJose311,Apple,"[{'label': 'neutral', 'score': 0.7485014796257019}, {'label': 'sadness', 'score': 0.15753896534442902}]"
27,1,it won’t even let me register properly. i tried to register through my google account but it froze. so i uninstalled it and tried to register a new account instead. still frozen on the registration page! i can’t report the abandoned car in front of my home because it won’t let me report it as a guest. useless app,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.8847714066505432}, {'label': 'surprise', 'score': 0.04598874971270561}]"
28,2,"text entry works great and locating on the map is very helpful. reports seem to be sent to the city. photos are completely broken. the app should dump you into the photos section on your phone but instead it goes into some kind of list of galleries from photos. in my case i don’t see the current photos, just a bunch of albums i’ve created. going into the camera should provide you with another way to get into the photos but it’s just a camera. app freezes when trying to access profile information.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.4734472334384918}, {'label': 'neutral', 'score': 0.39218994975090027}]"
29,2,"unless you basically take someone to the issue, they are unable to locate it via the app and its location services. poor data collection! basically, trying to solve issues from behind a desk. is our taxpayer money being used for this, mr. loccardo?",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.42979350686073303}, {'label': 'surprise', 'score': 0.25118955969810486}]"
30,3,"sometimes the app works really well. you can report an issue and if it is resolved, there will be a picture updated. sometimes i have no idea what is happening. a ticket is closed and i see nothing is fixed.",SanJose311,Apple,"[{'label': 'surprise', 'score': 0.4993605315685272}, {'label': 'neutral', 'score': 0.34855547547340393}]"
31,1,"this looks like it was hacked up by some kids while they were playing video games. the start page seems decent enough, but the rest is not very quick nor useful. from some links you can't get back to the app. compared to most apps out there, we'll, garbage!",SanJose311,Apple,"[{'label': 'disgust', 'score': 0.590512752532959}, {'label': 'anger', 'score': 0.21123027801513672}]"
32,1,app was completely devoid of content until i closed and re-opened. it also refuses to accept my credentials on two major web browsers on desktop and in the mobile app. i use a password manager and i’ve “reset” my password to the same password 3 times now so i know i’m entering the details correctly.,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.6737730503082275}, {'label': 'neutral', 'score': 0.16837625205516815}]"
33,1,"i have been trying to report an illegal dumping. after i complete all of the required fields, the app (and the website) for that matter, won’t accept it. i have tried multiple times and since its after hours, 311 will not take any info and sends me to the website/app. very frustrating.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.8276212215423584}, {'label': 'anger', 'score': 0.09092896431684494}]"
34,1,"the old app worked every time! this one will not let me log in. after a call to the city 311, a live person helped me to access my account. it worked one more time after that and hasn’t since. i have no way to report the neighborhood issues!",SanJose311,Apple,"[{'label': 'surprise', 'score': 0.5126891732215881}, {'label': 'sadness', 'score': 0.35746514797210693}]"
35,4,"this app is terribly clunky, especially the address input section. but i’m so grateful for this app because i’ve received prompt responses to all of the requests i’ve put in for graffiti and illegal dumping. thank you csj!",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.5694637298583984}, {'label': 'joy', 'score': 0.2688828408718109}]"
36,5,easy to use and report many blighted issues plaguing my neighborhood.,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.44113945960998535}, {'label': 'disgust', 'score': 0.20008431375026703}]"
37,5,"cant thank you enough. prompt action, really appreciate it.",SanJose311,Apple,"[{'label': 'joy', 'score': 0.4834217131137848}, {'label': 'surprise', 'score': 0.22891156375408173}]"
38,1,"all this app does is allow city leaders to toot their own horns. actual city response to submissions is non-existent. also, photos taken with the app are not saved to the camera roll, so there is no record of the photos to use in the future. app crashes before you can submit request? you have to take new photos.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.6579214334487915}, {'label': 'neutral', 'score': 0.20820362865924835}]"
39,4,i see the spinning circle and nothing happens. it worked before the name change.,SanJose311,Apple,"[{'label': 'surprise', 'score': 0.7923844456672668}, {'label': 'sadness', 'score': 0.09684065729379654}]"
40,2,reported streetlight out. 4 weeks later the status was changed to “closed”. that was over a week ago. the light is still out. *sigh*,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.9080755710601807}, {'label': 'surprise', 'score': 0.05419902130961418}]"
41,1,"don't be fooled. this app advertises itself as a one stop shop for reporting issues in san jose. in reality, all you get is an an email telling you to call someone else. report are ""closed"" without any assistance, and an email telling you to figure out for yourself which agency you should call for any real action. very disappointing!",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.8135930299758911}, {'label': 'surprise', 'score': 0.11439291387796402}]"
42,1,trying to report a abandoned vehicle and the location services aren't working or letting me type in the address. tried calling the city and they no longer take calls on this matter. try sending an email and the link is down. don't know what else to do.,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.8888624310493469}, {'label': 'surprise', 'score': 0.04399127513170242}]"
43,1,"i had used the old mysanjose app with limited success before, so i was hopeful when i received the email about this upgrade. i didn’t remember my password, and attempted to rest it, but the password reset feature doesn’t work. what a waste of time.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.8917761445045471}, {'label': 'surprise', 'score': 0.08505125343799591}]"
44,1,"would it be nice if they maintained it, many bugs, does not work on iphone 11 and latest ios. cannot selec t a location on the map to report an issue, no way to click the ok button. super frustrating",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.8665211796760559}, {'label': 'surprise', 'score': 0.06236704811453819}]"
45,1,"when this was called the my san jose app it worked. it no longer does. it tells me i need to update, but i have the latest ios and version of the app. the only option is to close it. if i could give it negative stars for wasting my time i would.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.9010785818099976}, {'label': 'surprise', 'score': 0.048796918243169785}]"
46,1,the app is now useless since you cannot upload photos when filing a report. we have notified the city many times of the broken functionality. the dev team needs to address this asap.,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.8022131323814392}, {'label': 'neutral', 'score': 0.09435875713825226}]"
47,1,they have made it as hard as possible to enroll and use the app. this is for show only. the city does not want city residents to report issues. what a waste of taxpayer dollar that was used to develop the app.,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.8300293684005737}, {'label': 'neutral', 'score': 0.06411587446928024}]"
48,1,"before covid or so, it’s easy to use the app on my mobile after taking a picture of the problem and attached to my complaint, now system hung up could not proceed further. i thought san jose is in silicon valley?",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.4036340117454529}, {'label': 'neutral', 'score': 0.3289007246494293}]"
49,1,"you have the ability to report a variety of issues but it goes nowhere except into a black hole. there’s no response, no resolution, no nothing, a total waste of time. don’t bother with it.",SanJose311,Apple,"[{'label': 'anger', 'score': 0.49730315804481506}, {'label': 'neutral', 'score': 0.22828708589076996}]"
50,1,this app is a failed attempt to make it look like the city of san jose is run well if you report a vehicle on the app it gives you an automatic bounce back email saying that they aren’t going to take action,SanJose311,Apple,"[{'label': 'neutral', 'score': 0.5127943754196167}, {'label': 'sadness', 'score': 0.2164139747619629}]"
51,1,"this app is terrible because i cannot create an account to login. there is no way to email the developer or contact the developer. latest ios build on xs max, come on guys get this right, or app store pull this crap off of the marketplace",SanJose311,Apple,"[{'label': 'fear', 'score': 0.7583804726600647}, {'label': 'disgust', 'score': 0.0969696193933487}]"
52,1,"the response time from the city to deal with abandoned cars or illegally parked cars is at a snails pace. they close the request telling me the offending car isn’t there. well of course it’s not there now, you took 3 weeks to come and check it out. grade: f",SanJose311,Apple,"[{'label': 'neutral', 'score': 0.6780253052711487}, {'label': 'surprise', 'score': 0.16435615718364716}]"
53,1,it prompts you to put a password in twice but the second time is a grey box you can’t type anything into. i deleted the app.,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.5835313200950623}, {'label': 'neutral', 'score': 0.25107017159461975}]"
54,1,terrible app. delays in requests such as logging in are so long you may believe it’s not doing anything. main navigation icons don’t go anywhere. trash.,SanJose311,Apple,"[{'label': 'fear', 'score': 0.9473776817321777}, {'label': 'surprise', 'score': 0.015582546591758728}]"
55,1,"when i go to register, enter my information, and click the register button, i see a spinner that goes away after a couple seconds, and then nothing happens.",SanJose311,Apple,"[{'label': 'surprise', 'score': 0.7415295839309692}, {'label': 'sadness', 'score': 0.1152479499578476}]"
56,1,"i have been using this off and on for about two years. now, when i try to set the location it will not let me confirm the location.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.697156548500061}, {'label': 'neutral', 'score': 0.22330841422080994}]"
57,1,tried accessing it on wifi and lte verified working for other applications. reconnected after going to airplane mode and restarting. app is useless. better off to just avoid this one.,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.8128786087036133}, {'label': 'neutral', 'score': 0.11707394570112228}]"
58,5,i love this app. super easy and timely. keep up the good work,SanJose311,Apple,"[{'label': 'joy', 'score': 0.9424548745155334}, {'label': 'neutral', 'score': 0.024803373962640762}]"
59,1,"filed few street light outages. got a repose that the ticket was opened. since then, no follow up, no status, no estimate time to repair. the lights are still out after 3 months. the requests eventually go to a black hole...",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.7409242391586304}, {'label': 'neutral', 'score': 0.1287527084350586}]"
60,1,what’s wrong with my email address??,SanJose311,Apple,"[{'label': 'surprise', 'score': 0.6474490165710449}, {'label': 'neutral', 'score': 0.16705459356307983}]"
61,1,"app hangs on ios 13. 3.1. using v1.7.3 on iphone 11, but app hangs. i have deleted the app, restarted phone, reinstall app... still hangs. not sure what to try now. please help as there is a lot of new graffiti to report",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.8022766709327698}, {'label': 'surprise', 'score': 0.11961675435304642}]"
62,1,"don't bother with this app. just call your city councilor or the mayor. maybe the app is fine but, given the lack of responsiveness from the city, it's just a waste of time.",SanJose311,Apple,"[{'label': 'neutral', 'score': 0.6244140863418579}, {'label': 'sadness', 'score': 0.18756867945194244}]"
63,5,easy way to submit to city of sj,SanJose311,Apple,"[{'label': 'neutral', 'score': 0.633417010307312}, {'label': 'joy', 'score': 0.16140931844711304}]"
64,1,"the process of submitting an issue is very simple just one small core problem...resolve the issues before closing them, smh.",SanJose311,Apple,"[{'label': 'neutral', 'score': 0.9038597941398621}, {'label': 'surprise', 'score': 0.04279742017388344}]"
65,1,you can’t even log on to the app because it keeps crashing and won’t load.,SanJose311,Apple,"[{'label': 'neutral', 'score': 0.4186537563800812}, {'label': 'sadness', 'score': 0.27869585156440735}]"
66,1,"not sure how much our city is paying for this software and setup. i am trying to report an abandon vehicle, but “acura” is not an option inside its selection.",SanJose311,Apple,"[{'label': 'surprise', 'score': 0.3687557578086853}, {'label': 'sadness', 'score': 0.3204612731933594}]"
67,1,i read review of other users yet i still wanted to try. 2 words: waste time!,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.6738978624343872}, {'label': 'anger', 'score': 0.22315236926078796}]"
68,1,how are you supposed to submit an issue with no address ?,SanJose311,Apple,"[{'label': 'surprise', 'score': 0.652503490447998}, {'label': 'neutral', 'score': 0.19371911883354187}]"
69,1,"requires a picture for report, does not upload picture. please fix.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.6804103851318359}, {'label': 'neutral', 'score': 0.2299106866121292}]"
70,1,"what a sad representation for a major city such as san jose to have such a ‘mickey mouse’ website. what a disgrace, so dis functional and not at all user friendly.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.9690924882888794}, {'label': 'surprise', 'score': 0.013854509219527245}]"
71,1,good luck on your login - via fb or google or register directly - it doesn't work ! a big chunk of software companies in sanjose city but their app is buggy,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.7399025559425354}, {'label': 'neutral', 'score': 0.1868383139371872}]"
72,1,useless app does nothing. and is poorly designed. what a waste of taxpayer money.,SanJose311,Apple,"[{'label': 'anger', 'score': 0.5266870856285095}, {'label': 'disgust', 'score': 0.3997928500175476}]"
73,1,"i clicked the register link and entered my name, email, and pin. when i click register nothing happens.",SanJose311,Apple,"[{'label': 'neutral', 'score': 0.4512692987918854}, {'label': 'surprise', 'score': 0.32413914799690247}]"
74,1,for the capital of silicon valley you app is garbage. the location services don’t work to tag problem locations.,SanJose311,Apple,"[{'label': 'disgust', 'score': 0.6021608710289001}, {'label': 'anger', 'score': 0.29800206422805786}]"
75,1,loads for long term everytime i attempt registration,SanJose311,Apple,"[{'label': 'neutral', 'score': 0.7092889547348022}, {'label': 'surprise', 'score': 0.10921364277601242}]"
76,1,the app says you can report anonymously yet it requires you to log in. so no! that’s a boldfaced fail.,SanJose311,Apple,"[{'label': 'surprise', 'score': 0.6242919564247131}, {'label': 'neutral', 'score': 0.1575237214565277}]"
77,4,great app,SanJose311,Apple,"[{'label': 'joy', 'score': 0.7737656831741333}, {'label': 'neutral', 'score': 0.16343364119529724}]"
78,1,takes forever for a response. sorry app for a city in the middle of silicon valley,SanJose311,Apple,"[{'label': 'sadness', 'score': 0.7104696035385132}, {'label': 'surprise', 'score': 0.2142668515443802}]"
79,1,"garage, how long does a city take to replace an bulb in a light pole? 5 months and counting.",SanJose311,Apple,"[{'label': 'neutral', 'score': 0.6681610345840454}, {'label': 'surprise', 'score': 0.27166011929512024}]"
80,2,"i was excited to see an app that lets the people help point out problems that need fixing in the community like street lights that are out, graffiti, abandoned cars etc. the problem is that everything i've tried to report has been put through as ""closed"" case but nothing has been done. they are either referred to caltrans or just closed without ever solving the issue. what's the point of the app then?",SanJose311,Apple,"[{'label': 'surprise', 'score': 0.3941497504711151}, {'label': 'sadness', 'score': 0.28030773997306824}]"
81,1,no follow up what’s so ever.,SanJose311,Apple,"[{'label': 'neutral', 'score': 0.8185909986495972}, {'label': 'sadness', 'score': 0.08238433301448822}]"
82,2,"i am having the same problems seatiki mentioned. this is a great concept, but my cases are closed as soon as i report them without no resolution. i also noticed the map is off.",SanJose311,Apple,"[{'label': 'sadness', 'score': 0.8106988072395325}, {'label': 'surprise', 'score': 0.12267646193504333}]"
83,5,this app is so intuitive and user friendly.,SanJose311,Apple,"[{'label': 'joy', 'score': 0.6436882019042969}, {'label': 'neutral', 'score': 0.2667020261287689}]"
84,3,"title says it all. i just installed this app, so i can't rate it's value yet. i can say there is no feedback built into the app, so i guess i have to make a request for traffic light section here. traffic light malfunctions disrupt more people than almost any other issue, so please add it. for now i'll give it 3 stars for this glaring omission.",SanJose311,Apple,"[{'label': 'neutral', 'score': 0.42647436261177063}, {'label': 'anger', 'score': 0.2842612564563751}]"
85,1,f,SanJose311,Apple,"[{'label': 'anger', 'score': 0.6726535558700562}, {'label': 'fear', 'score': 0.1223364844918251}]"
86,5,works great easy to submit,SanJose311,Apple,"[{'label': 'neutral', 'score': 0.5101224184036255}, {'label': 'joy', 'score': 0.37086984515190125}]"
87,5,yes,SanJose311,Apple,"[{'label': 'neutral', 'score': 0.8528302311897278}, {'label': 'sadness', 'score': 0.06026506796479225}]"
88,1,"won’t take my username or password anymore. i have to go online with my desktop. they also don’t do anything. i have an open report from october, 2019 and it’s now july 2022!!! can’t wait to move to a city where workers do their jobs.",SanJose311,Apple,"[{'label': 'neutral', 'score': 0.4562554657459259}, {'label': 'surprise', 'score': 0.22228513658046722}]"
89,4,"the app is waaay better than the sj clean app, esp since it has additional requests. here are the major problems : scrolling on lists do not utilize momentum, when selecting car type, if it is a vw you need to swipe 8 times to get through list, vs a simple flick. map / location feature has awkward interaction method. would be good to see other items, code enforcement complaints, sidewalk damage, etc as options in general so they get classified and tracked appropriately. graffiti team seems lazy, if you report graffiti on a light pole but don't report the graffiti on the sidewalk below they will only clean the light pole. seems like they really like to mail it in, ""sorry no ticket for graffiti we are standing on"". it is clear they are motivated (paid) on a per ticket basis and not motivated to clean the area of report.",SanJose311,Apple,"[{'label': 'neutral', 'score': 0.6395789980888367}, {'label': 'sadness', 'score': 0.14946112036705017}]"
90,1,"useless. file report, see it being immediately closed without any explanation.",SanJose311,Google,"[{'label': 'anger', 'score': 0.6478714942932129}, {'label': 'disgust', 'score': 0.26856034994125366}]"
91,1,signed up for an account but then could not login with the password i had just set. pretty useless app,SanJose311,Google,"[{'label': 'sadness', 'score': 0.9497196674346924}, {'label': 'surprise', 'score': 0.023895904421806335}]"
92,2,literally just a shell for the website. equally slow and clunky like the website,SanJose311,Google,"[{'label': 'sadness', 'score': 0.61075758934021}, {'label': 'neutral', 'score': 0.2480824887752533}]"
93,4,"really slow, but issues are quickly addressed and fixed.",SanJose311,Google,"[{'label': 'surprise', 'score': 0.8510572910308838}, {'label': 'neutral', 'score': 0.0934443324804306}]"
94,3,"2024 update: the last version of the app is much better than early versions. one gripe is the limit to a measly 10mbyte for graffiti image upload, which is small compared to the photos that most modern phones take by default. reducing image size takes extra steps.",SanJose311,Google,"[{'label': 'neutral', 'score': 0.7297414541244507}, {'label': 'surprise', 'score': 0.07543649524450302}]"
95,1,my issue was closed without any action or follow-up. what's the point?,SanJose311,Google,"[{'label': 'sadness', 'score': 0.7000370025634766}, {'label': 'surprise', 'score': 0.11072251945734024}]"
