,rating,review,app,source,sentiment
10,5,"within days of reporting a damaged storm water drain with rebar exposed, the city installed a brand new one making that spot in our neighborhood where many people walk daily safe again. see click fix is not only a time saver, but since it is so easy to report issues, i am happy to keep submitting instead of trying to make phone calls and send emails. wonderful tool!",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9628295302391052}, {'label': 'surprise', 'score': 0.02015654183924198}]"
11,4,"i be found the app to be quite useful in reporting issues such as graffiti, potholes, and other public safety issues. seems to have some ongoing odd gps location issues where it defaults to a specific address. also i've noticed that there are a handful of posters responsible for a disproportionate number of reported issues including some very fickle issues such as a single candy wrapper next to a public walkway. i think the app could benefit from some moderating in such instances.",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.362880676984787}, {'label': 'anger', 'score': 0.27224040031433105}]"
12,1,"i spoke with a clerk at the county of san bernardino regarding an issue with the gravel along the road washing away, and was told to either email the issue with pictures or use the app. the email address that i wrote down, came back undeliverable, so i was going to submit it on the app. the app indicates the address is not part of the county and would not let me proceed to submit the request. the app needs to be corrected. the address has been a part of the county for a very, very long time. it is not part of the city. the address is located on kendall between yucca street and little league drive and is part of the county responsibility.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.687260091304779}, {'label': 'neutral', 'score': 0.2237481027841568}]"
13,5,"really wish this app had a way to edit or delete a post after submitting. at least twice i’ve accidentally swiped a finger (yes, my fault) and ended up with incomplete postings. after hitting “submit” it would be very helpful if there was a message something like “once submitted your post cannot be edited or deleted, are you ready to submit at this time?”",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.6333435773849487}, {'label': 'surprise', 'score': 0.25026991963386536}]"
14,3,"i like being able to help our local authorities address problem issues in the community. what i don’t like is when these problems are disbursed to other authorities or departments and are immediately closed. to me, closing means completed. leave the original call open so the public can follow the process from reporting to finished. this will also help those who are about to report the issue again know that the situation is already in process and they can follothe process too if they desire.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.8841296434402466}, {'label': 'joy', 'score': 0.04423476755619049}]"
15,3,"this application is generally good for reporting information to the city. however, i would suggest adding the ability to add videos. also, the reporting party should be the one to clear the report because the city has been clearing reports as “resolved” when they receive the report, but prior to carrying out the work. we should be able to hold the city accountable by keeping track of the length of time it took from reporting the issue, to the city actually carrying out the work.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.8996165990829468}, {'label': 'anger', 'score': 0.02898024581372738}]"
16,1,"it seems like the only goal of this app is to push an issue onto someone else. i submitted that an ottoman has been dumped at a bus stop. it went from one department to another before i was told by king county transportation that it’s been there a while, so weee just going to leave it. now there’s more crap over there. i just submitted a request for a broken or leaking water main at the crestview park. just got a notice that it’s been closed because i should contact the water department. useless. glad we’re spending money on an app that is not maintained and only exists for some government employee to have one more box to check everyday.",SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.3964594602584839}, {'label': 'sadness', 'score': 0.28191253542900085}]"
17,5,living on this alley has made me realize that much of the damage is also due to the amount of traffic using it as a through street. many patrons leaving the pharmacy head north instead of exiting to 9th. the alley is busier than lincoln street to the front of my house. my wife and i are both retired and see this daily out our backyard. a no left turn sign from the pharmacy might be in order.,SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.40677863359451294}, {'label': 'sadness', 'score': 0.2875955104827881}]"
18,4,i like the ease of reporting and the overall functions of the app. however there should be a way for the government entities to not be able to close a report without verification by a third party or the person who submitted the issue. a county near me posts an automated answer with vague information and many times the issue is not actually handled. or they say they have handled it even though it’s an ongoing issue.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.731873631477356}, {'label': 'surprise', 'score': 0.09424035251140594}]"
19,3,"the new version is pretty, but did little to enhance the user experience. the messages and notifications feed is no longer. you can no longer view user profiles to see issues they submitted. you can no longer see top contributors in your community. some more minor, but annoying features that disappeared: way to many taps and swipes to see an issue image. no way to zoom in on an issue image. no way to tap on user profiles/usernames in the comment thread. no way to see total number of issues i reported. and more as you can see, many features lost, but few gained other than a new look for the same tasks. while i provided this feedback in the beta stage, unfortunately it wasn't taken into account. i hope these features are on the road map and that this app see more updates than the last one. keep up the good work.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.8779997229576111}, {'label': 'surprise', 'score': 0.07052548974752426}]"
20,5,"i don’t know what public works repaired on wednesday evening but you guys rock! we have lived in skyline for 8 years. the next day, i had the best shower of my life in 8 years!! on saturday i could run my dishwasher and washing machine at the same time and it didn’t take forever for both of them to fill. whatever you repaired made a huge difference!!! thank you for all your hard work. pam balentine",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.4585933983325958}, {'label': 'surprise', 'score': 0.4474961459636688}]"
21,3,"see click fix, has been very useful to report things such as pot holes, unlicensed auto sales for. homes and sidewalks that need clear g. i suggest we have a field that allow us to report vehicles registers out of state but always on mlocla property. this type of w braking causes oss of $1.3m in stamford and that is not catching all of them. aunt some similar way we can report specifically for out of state vehicle, that don't pau local insurance, race, etc.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.6888026595115662}, {'label': 'sadness', 'score': 0.14350317418575287}]"
22,5,the city of marlborough ma uses this app. i’ve reported a couple of issues and they always respond within the same day. not necessarily to fix the issue but to let me know it’s on their agenda. certainly useful in closing the time between rude things happening and getting a fix. a great public service tool!,SeeClickFix,Apple,"[{'label': 'anger', 'score': 0.7683436870574951}, {'label': 'neutral', 'score': 0.11933761090040207}]"
23,2,i can not report anything that asked for an address as on my phone i can not edit the location. all i see when i go to edit it is the lengthy generic text the app has. i can not scroll to the bottoms to edit it. my only choice is to report using the wrong type of report saying everything is a road issue or a park issue even when it is with a property. i never had an issue in the past being able to enter the exact address. hope this gets solved as i like the app and my city responds well to it.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7138155698776245}, {'label': 'joy', 'score': 0.13128696382045746}]"
24,5,it is a great way to see what issues are going on on in our community’s and other community’s and stay up to date on the current issues it is also a smooth and non-complicated process to report issues and also runs smooth and doesn’t crash my phone,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.8135771155357361}, {'label': 'neutral', 'score': 0.1484536975622177}]"
25,5,this app has made me have faith in the city of vallejo. you record something on this app and presto it gets taken care of. seems like it’s a great way to show accountability for the employees & you visual see things get taken care of or fixed. makes you want to keep paying your city taxes & thank the employees for doing their jobs for us tax payers.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.7946012020111084}, {'label': 'neutral', 'score': 0.12474610656499863}]"
26,1,"this app, unfortunately, is down to having only a single developer working on it and he’s limited to just 30min per week. if you try to use punctuation when opening a ticket, the app will remove it when you hit post. as a result, you’re going to look like an angry and illiterate lunatic when you submit your request. this has been a bug for years. the latest iteration of the bug removes all punctuation from your ticket and then just appends it to the end as an unbroken series of periods, commas, and question marks.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.4182526767253876}, {'label': 'anger', 'score': 0.3824537694454193}]"
27,5,the previous reporting app used by multnomah county was cumbersome and very difficult to navigate. click/fix is fantastic. some of the best features are: 1)submitting a photo also provides the exact location 2) logical screen sequence to report an issue 3) immediate submission acknowledgement and subsequent followup 4) option to share posting with impacted neighbors,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.45965448021888733}, {'label': 'joy', 'score': 0.41969627141952515}]"
28,5,you guys are great i just wish you had more funding and more people working for you so you can make the streets of vallejo a lot cleaner and better! i mean dang vallejo had two presidential candidates come to our town and we have to do better than this. so thank you see it click it fix it! i appreciate what you do...,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.598389744758606}, {'label': 'surprise', 'score': 0.19863080978393555}]"
29,3,it was better before they improved it. there’s very little information and it’s hard to find. it seems rather static and of little use. even when things get done it’s hard to track when they got done. it’s sort of an after the fact reporting. all you can tell is that it got assigned to somebody but that was obvious before. it used to be much more interactive.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.8566786050796509}, {'label': 'surprise', 'score': 0.08109091222286224}]"
30,3,"the people in charge of this app could have also installed a delete button, to remove old requests over a year old. i keep getting emails on an outstanding request from 120+ days ago, just wanted it deleted. i reached out and they said they are not able to delete resolved requests. why not?? old resolved requests should be deleted. please install a delete button and i’ll change my rating.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.46735790371894836}, {'label': 'neutral', 'score': 0.30312252044677734}]"
31,3,"1) put your marker in a specific point. when you are done, your marker is always offset to the left of where you placed it. sometimes that can shift it to another street. 2) the app never gets my current location when opening it. it always defaults to a location i was at a while ago, whether in report mode or the issues near me mode. you have to then hit the button to center it near you. that should be automatic.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.9506751298904419}, {'label': 'surprise', 'score': 0.02731180749833584}]"
32,4,i give this app for stars for two reasons one there is no ipad app two they change my city app and deleted it without putting a notice on the app saying to download this one i have to find out on my own imagine people that are not tech savvy and would even think about to do that. but this app is better than the website still think it could be improved.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.39897340536117554}, {'label': 'surprise', 'score': 0.3756502568721771}]"
33,1,"the burden on taxpayers to do the city's maintenance work, isn't the way city maintenance is supposed to happen. in return for tax dollars, the city should fix the problems such as illegal dumping and parking violations (which are obvious if the city took an hour to drive around the neighborhood) without making taxpayers take the time to report each issue piecemeal. instead the city uses this app to pretend it's effectively listening to taxpayers when it doesn't even fix most of the problems reported. what a joke.",SeeClickFix,Apple,"[{'label': 'disgust', 'score': 0.2097475379705429}, {'label': 'surprise', 'score': 0.20851145684719086}]"
34,5,"i want to thank see click fix and the staff in lake elsinore for their prompt and thorough work. cleaning up other people junk is not a pleasant job, but our residents truly appreciate your efforts. you keep our community clean and presentable and ultimately improve our property value. thank you for everything you do!",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9890275001525879}, {'label': 'surprise', 'score': 0.004001285415142775}]"
35,5,a big tree fell across the street and it took less than a half hour for them to show up with all the needed equipment to quickly and professionally clear the road. friendly workers who cleaned up after themselves and had smiles the whole time. thank you.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.4699960947036743}, {'label': 'surprise', 'score': 0.40086448192596436}]"
36,4,"sometimes—like to report an abandoned car in your neighborhood—this app requires multiple tiny details, many of which i can only guess at but usually it’s a quick way to alert the city to non-emergency stuff that needs attention: a new pothole dangerous to cyclists, street lights out, suspicious water flows (busted sewer?) etc",SeeClickFix,Apple,"[{'label': 'fear', 'score': 0.613231360912323}, {'label': 'neutral', 'score': 0.21334856748580933}]"
37,3,i’m still getting the same notices over and over for issues i posted 2+ years ago that we’re fixed even though i indicate that they have been fixed and should be closed. this has worked great for all the issues i’ve posted and should get 5 stars for that except for the continual notices. i’ll continue to use it when something comes up but once it’s fixed and i show it’s closed please stop sending me the same messages.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7621163129806519}, {'label': 'sadness', 'score': 0.1653434783220291}]"
38,1,"this is the only way my county will apparently let me report a problem, but it doesn’t work. i downloaded the app and followed the instructions only to be told i already had an account. how is that possible when i’ve never used the app before? i then tried to register using my husband’s e-mail address & waited for a one time password to be sent. it never happened. i guess this is now a convenient way for our local government folks to hide behind their desks and get paid for doing nothing!",SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.6998404860496521}, {'label': 'sadness', 'score': 0.11098234355449677}]"
39,1,"utility of the app is significantly reduced because the only way to attach a photo is most recent or camera. one cannot go to their library, and one cannot select multiple photos to upload. this functionality used to work in earlier versions of the app, but seems to not work. when trying to upload those photos from the iphone library, the app goes back to the starting screen with no results. they need to fix this for the app to have any utility",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.55574631690979}, {'label': 'neutral', 'score': 0.3137213885784149}]"
40,5,i was able to photograph and locate an issue and submit the problem immediately to the city. on my morning walk the next day it had already been fixed. a wonderful useful and useable application!,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9134843349456787}, {'label': 'surprise', 'score': 0.04855463653802872}]"
41,1,"i used the app to take a photo of a water leak to report and it even showed the photo in the preview. as soon as i hit submit it choose the last photo from my camera album and not the one i just took in the app, which was a photo for work with sensitive data in view! now i can’t even delete the post and it is available for anyone to view! emailed the support group and flagged the post but still no take down. i’m furious and no way should this have been allowed to happen",SeeClickFix,Apple,"[{'label': 'anger', 'score': 0.9921748042106628}, {'label': 'sadness', 'score': 0.002156315604224801}]"
42,4,starts with 5 stars because it works! loses one star because it's hard to use and you have to click a bunch of extra steps to acknowledge things instead of making the form better. for example one could require a street corner or description from nearest gps point to handle some poor gps coordinates from phone. thanks though!,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.4674854278564453}, {'label': 'sadness', 'score': 0.3017788827419281}]"
43,4,"while my hometown city doesn't use seeclickfix for infrastructure deficiency reporting, i live in an area where 2 neighboring cities & 3rd city about an hour away uses seeclickfix app platform. instead of having multiple apps for multiple cities, government agencies, etc which use the scf platform, this app does it all in one. update: downgraded to 4 stars because the comments aren’t showing in the app.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.3990095555782318}, {'label': 'neutral', 'score': 0.34329020977020264}]"
44,5,"when i moved to oakland i was surprised at the condition of the roads. i mentioned seeing some garbage left on the sidewalk and a neighbor told me about seeclickfix! for a test i wrote up about a pothole. within a week it was filled! what a surprise! i’ve been reporting all sorts of incidents like debris, potholes, and sidewalk tripping hazards. i’m impressed with the promptness of the response to fix. i also learned that if anything may be hazardous waste to contact the fire department- who came by the very next day to pick up the 5-gallon cans of used paint! the app is easy to use, similar to the website reporting.",SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.9738336801528931}, {'label': 'neutral', 'score': 0.00695011718198657}]"
45,4,"the app is not perfect, but solid enough to get the job done…and it is so much better than previous systems i have used! the app is only a tool that makes it much easier to report problems, so the very bad reviews based on how the cities actually respond (or don’t) to the reports are not at all fair to the creators of the app itself.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.44967976212501526}, {'label': 'surprise', 'score': 0.1982029676437378}]"
46,1,"this used to be great but now i haven't been able to submit a report. the new ""location validation"" won't let me write the address and is making me try to choose an old report that was never closed that doesn't have the exact address. so when i hit submit i get an error message now saying the address isn't legitimate because it gives an address range and won't let me pinpoint a new location. (for illegal trash dumping). so many questions to ask and a waste of time now!",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.7989778518676758}, {'label': 'surprise', 'score': 0.0688876211643219}]"
47,1,"i made an account and my city that i live in does use this and resolves issues quickly. however, i get several emails everyday of other posts in my neighborhood, have unsubscribed to everything, and messaged support three times now asking them to delete my account (it always tells me there is an error when i try to do it myself…). so, i would highly suggest just not using this platform unless you enjoy email spam and no support from their support email.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.5606037974357605}, {'label': 'sadness', 'score': 0.19228459894657135}]"
48,3,"maybe it’s just that i have an old apple phone, but this ap needs to remember the phone owner. it’s ridiculous have to type in your name, address and phone number each time. also, the checks to acknowledge the rules is almost invisible and they are not on the same side of the page as other boxes. make those boxes bold!",SeeClickFix,Apple,"[{'label': 'anger', 'score': 0.5288318395614624}, {'label': 'disgust', 'score': 0.3484613597393036}]"
49,5,i love the fact that there is a means for the public to report issues in oakland that needs to be addressed. city employees can not be everywhere so having the public's eyes helps everyone who lives and works in oakland. it has been my experience that the city responds in a timely manner whenever i've reported an issue.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9549953937530518}, {'label': 'neutral', 'score': 0.02729634940624237}]"
50,5,i have submitted three different street lights in my neighborhood that was not working. an within a few days all three were repair. it's so much easier than having to call the city an get someone to listen. just click submit an your done.,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.6124277710914612}, {'label': 'surprise', 'score': 0.2189541757106781}]"
51,2,"it's easier to report on this app than on dc's 311 app, but on either one good luck getting better than a 10% success rate. i've reported around 150 items in the last 2 years in dc. maybe 6 or 7 have been fixed. it's far too easy for cities to close out requests without doing anything at all. seeclickfix should require a photo before cities can ""close"" a problem that has likely just been ignored.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.6490145921707153}, {'label': 'surprise', 'score': 0.22556772828102112}]"
52,4,"the app makes reporting easy but one problem i noticed was if i see something that needs to be reported and i’m driving at the time, i can snap a picture but i need to pull over in order to submit because the app will always take the gps address even if i type in the correct address of the violation it won’t accept it.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.36805638670921326}, {'label': 'anger', 'score': 0.35307928919792175}]"
53,3,"it’s all or none with this tool, at least it gives us a place to vent and at times it works great, the problem is we are all overwhelmed, correct me if i’m wrong, but i see we’re making ground on illegal dumping i don’t see it like i used to, and i don’t hear or see post that dumping is still a major problem, still happens, but don’t see it as much.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.6960428357124329}, {'label': 'surprise', 'score': 0.1887691617012024}]"
54,4,"never had a problem. easy to use. provides a great service. i report potholes all the time. if you were no longer near the location, you can move the location of your report on the map. i would give it five stars, but i'm not 100% sure these reports or actually submitted to local governments or not.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7512316107749939}, {'label': 'joy', 'score': 0.09674615412950516}]"
55,5,"my scf app fails consistently, most likely because they fail to keep up as os's improve. i start a report and if there is a pic in it the app quits half way thru the report. the app has not been updated since 2014 according to this page.",SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.8472587466239929}, {'label': 'anger', 'score': 0.07620561122894287}]"
56,5,"i placed a request to have 4 shopping carts removed that were on promenade ave. the very next day, i received info that the task had been completed and resolved. the issue was resolved very quickly.",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.5609106421470642}, {'label': 'surprise', 'score': 0.3131702244281769}]"
57,2,there needs to be a catch all section for issues that don’t fit nicely into the selected issues. dead fixed a water line break in front of my home last october/november and broke my curb and messed up my grass from the sidewalk to the street and i am unable to report this issue on the app. the work still has not been corrected and my front yard looks a mess. please fix this issue,SeeClickFix,Apple,"[{'label': 'sadness', 'score': 0.8124133944511414}, {'label': 'neutral', 'score': 0.11048460006713867}]"
58,5,"i sent a request last week to see, click, fix about the fire hazard danger of overgrown weeds/bushes on the fire road behind the houses on sunmeadow st. the crew literally had it cleared early the week after my request. thank you crew! job well done!",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.31976962089538574}, {'label': 'joy', 'score': 0.2802172303199768}]"
59,1,"after using this service for many years it seems more like a middle man to getting anything done, and many things seem to die with that middle man. if you have an issue in your town your better off heading down to the office to speak to a person the old fashioned way, or even giving a call would likely work better, heck sending a telegram might even work better! overall i am not impressed by this app and find it has no need for existence.",SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.9170772433280945}, {'label': 'neutral', 'score': 0.061152148991823196}]"
60,5,this is app is easy to use and allows you to put additional information to help explain the situation. very helpful and creates a quick turn around time with the county while also providing feedback in a timely manner.,SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.5361738204956055}, {'label': 'neutral', 'score': 0.3766355514526367}]"
61,5,"no more calling since my daughter downloaded this app. now i take a picture of the trash that others dump in my neighborhood and magically the fairy angels come and pick it up. like magic, poof it’s gone, but there has been time that i had to resend. thank you for this app city of oakland.",SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.5149900317192078}, {'label': 'neutral', 'score': 0.20009827613830566}]"
62,1,"the app is extremely useful and effective when it works, but it has a lot of bugs with ios 26. entered text gets garbled when making selections from the drop downs. when it works, it works and if the reports are detailed, honest, and well intentioned, repairs often occur, which is great for the city and its residents. if they update the app for ios 26, it will be much more useful, but they have not done that yet.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7370032072067261}, {'label': 'sadness', 'score': 0.11897395551204681}]"
63,2,see click fix seems to be a useful tool for bringing non critical issues to the attention of city workers. in the hands of self-appointed watchdogs with beefs against their neighbors it is sometimes abused. some of the issues seem like they would be better resolved by knocking on your neighbor’s door and discussing the matter. i wish it was possible to comment on individual complaints.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.4140463173389435}, {'label': 'sadness', 'score': 0.33880937099456787}]"
64,5,"app works great, easy to send issues and follow up on them. chicago is not integrated well into this, though. many issues are not listed and issues get closed by the city when they haven't been resolved.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7743308544158936}, {'label': 'sadness', 'score': 0.1052132099866867}]"
65,5,this app works very well for my purposes to communicate property needs that should be reported . action is almost always taken and notifications are sent.,SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.7888830304145813}, {'label': 'joy', 'score': 0.13734987378120422}]"
66,5,"i find that with this app we get things done, especially if someone takes a picture. thank you to all the city representatives that take the time to respond. #lovemycity #lovecorona",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9559664130210876}, {'label': 'anger', 'score': 0.019639132544398308}]"
67,5,"i am loving this app… response time is quick, and the first few things i've reported were taken care of within a couple days or so. it really does work, and it is very easy to use. :-)",SeeClickFix,Apple,"[{'label': 'joy', 'score': 0.9831444025039673}, {'label': 'surprise', 'score': 0.008649937808513641}]"
68,5,it is amazing the problems in the neighborhood that the city of folsom has been so proactive in taking care of certain situations in our neighborhoods. i. e. abandoned vehicles/ cars parked on the lawn / tall dried weeds that had the potential of a fire threatening homes.,SeeClickFix,Apple,"[{'label': 'surprise', 'score': 0.6957730054855347}, {'label': 'fear', 'score': 0.18672259151935577}]"
69,3,"some agencies click “resolved” to indicate they have dispensed with the matter. it’s out of their hands, as if they fixed the issue. but sometimes they’ve only referred it. it is out of their hands; but to the person notifying via click… it’s not resolved at all. perhaps there could be more options for the agency. “referred” — then state what agency so the customer can follow up if accountability is needed. also, perhaps another something to justify any delay, like waiting for parts, waiting for the mission to return fr mars, etc. thank you. i really should give this five stars.",SeeClickFix,Apple,"[{'label': 'neutral', 'score': 0.8896735310554504}, {'label': 'anger', 'score': 0.03949320316314697}]"
